"district_en","day","case"
"Tsuen Wan","2020-11-02","1"
"Tuen Mun","2020-11-02","0"
"Yuen Long","2020-11-02","0"
"North","2020-11-02","0"
"Tai Po","2020-11-02","3"
"Sha Tin","2020-11-02","0"
"Sai Kung","2020-11-02","1"
"Islands","2020-11-02","9"
"Central & Western","2020-11-03","5"
"Wan Chai","2020-11-03","4"
"Eastern","2020-11-03","7"
"Southern","2020-11-03","1"
"Yau Tsim Mong","2020-11-03","9"
"Sham Shui Po","2020-11-03","0"
"Kowloon City","2020-11-03","1"
"Wong Tai Sin","2020-11-03","0"
"Kwun Tong","2020-11-03","0"
"Kwai Tsing","2020-11-03","3"
"Tsuen Wan","2020-11-03","1"
"Tuen Mun","2020-11-03","0"
"Yuen Long","2020-11-03","0"
"North","2020-11-03","0"
"Tai Po","2020-11-03","5"
"Sha Tin","2020-11-03","0"
"Sai Kung","2020-11-03","1"
"Islands","2020-11-03","6"
"Central & Western","2020-11-04","4"
"Wan Chai","2020-11-04","4"
"Eastern","2020-11-04","6"
"Southern","2020-11-04","1"
"Yau Tsim Mong","2020-11-04","8"
"Sham Shui Po","2020-11-04","0"
"Kowloon City","2020-11-04","1"
"Wong Tai Sin","2020-11-04","0"
"Kwun Tong","2020-11-04","0"
"Kwai Tsing","2020-11-04","3"
"Tsuen Wan","2020-11-04","1"
"Tuen Mun","2020-11-04","0"
"Yuen Long","2020-11-04","0"
"North","2020-11-04","0"
"Tai Po","2020-11-04","6"
"Sha Tin","2020-11-04","1"
"Sai Kung","2020-11-04","1"
"Islands","2020-11-04","6"
"Central & Western","2020-11-05","3"
"Wan Chai","2020-11-05","3"
"Eastern","2020-11-05","6"
"Southern","2020-11-05","1"
"Yau Tsim Mong","2020-11-05","9"
"Sham Shui Po","2020-11-05","0"
"Kowloon City","2020-11-05","1"
"Wong Tai Sin","2020-11-05","0"
"Kwun Tong","2020-11-05","0"
"Kwai Tsing","2020-11-05","3"
"Tsuen Wan","2020-11-05","1"
"Tuen Mun","2020-11-05","0"
"Yuen Long","2020-11-05","1"
"North","2020-11-05","0"
"Tai Po","2020-11-05","6"
"Sha Tin","2020-11-05","1"
"Sai Kung","2020-11-05","1"
"Islands","2020-11-05","6"
"Central & Western","2020-11-06","3"
"Wan Chai","2020-11-06","3"
"Eastern","2020-11-06","5"
"Southern","2020-11-06","1"
"Yau Tsim Mong","2020-11-06","9"
"Sham Shui Po","2020-11-06","0"
"Kowloon City","2020-11-06","2"
"Wong Tai Sin","2020-11-06","0"
"Kwun Tong","2020-11-06","0"
"Kwai Tsing","2020-11-06","2"
"Tsuen Wan","2020-11-06","1"
"Tuen Mun","2020-11-06","0"
"Yuen Long","2020-11-06","1"
"North","2020-11-06","0"
"Tai Po","2020-11-06","7"
"Sha Tin","2020-11-06","1"
"Sai Kung","2020-11-06","1"
"Islands","2020-11-06","6"
"Central & Western","2020-11-07","3"
"Wan Chai","2020-11-07","3"
"Eastern","2020-11-07","6"
"Southern","2020-11-07","1"
"Yau Tsim Mong","2020-11-07","7"
"Sham Shui Po","2020-11-07","0"
"Kowloon City","2020-11-07","2"
"Wong Tai Sin","2020-11-07","0"
"Kwun Tong","2020-11-07","0"
"Kwai Tsing","2020-11-07","1"
"Tsuen Wan","2020-11-07","1"
"Tuen Mun","2020-11-07","0"
"Yuen Long","2020-11-07","1"
"North","2020-11-07","0"
"Tai Po","2020-11-07","8"
"Sha Tin","2020-11-07","1"
"Sai Kung","2020-11-07","1"
"Islands","2020-11-07","5"
"Central & Western","2020-11-08","2"
"Wan Chai","2020-11-08","3"
"Eastern","2020-11-08","5"
"Southern","2020-11-08","1"
"Yau Tsim Mong","2020-11-08","7"
"Sham Shui Po","2020-11-08","0"
"Kowloon City","2020-11-08","4"
"Wong Tai Sin","2020-11-08","0"
"Kwun Tong","2020-11-08","0"
"Kwai Tsing","2020-11-08","1"
"Tsuen Wan","2020-11-08","1"
"Tuen Mun","2020-11-08","0"
"Yuen Long","2020-11-08","2"
"North","2020-11-08","0"
"Tai Po","2020-11-08","8"
"Sha Tin","2020-11-08","1"
"Sai Kung","2020-11-08","1"
"Islands","2020-11-08","6"
"Central & Western","2020-11-09","2"
"Wan Chai","2020-11-09","3"
"Eastern","2020-11-09","5"
"Southern","2020-11-09","1"
"Yau Tsim Mong","2020-11-09","8"
"Sham Shui Po","2020-11-09","0"
"Kowloon City","2020-11-09","4"
"Wong Tai Sin","2020-11-09","0"
"Kwun Tong","2020-11-09","0"
"Kwai Tsing","2020-11-09","1"
"Tsuen Wan","2020-11-09","1"
"Tuen Mun","2020-11-09","0"
"Yuen Long","2020-11-09","2"
"North","2020-11-09","0"
"Tai Po","2020-11-09","9"
"Sha Tin","2020-11-09","1"
"Sai Kung","2020-11-09","0"
"Islands","2020-11-09","5"
"Central & Western","2020-11-10","2"
"Wan Chai","2020-11-10","3"
"Eastern","2020-11-10","3"
"Southern","2020-11-10","1"
"Yau Tsim Mong","2020-11-10","8"
"Sham Shui Po","2020-11-10","0"
"Kowloon City","2020-11-10","4"
"Wong Tai Sin","2020-11-10","0"
"Kwun Tong","2020-11-10","0"
"Kwai Tsing","2020-11-10","0"
"Tsuen Wan","2020-11-10","1"
"Tuen Mun","2020-11-10","0"
"Yuen Long","2020-11-10","2"
"North","2020-11-10","0"
"Tai Po","2020-11-10","9"
"Sha Tin","2020-11-10","2"
"Sai Kung","2020-11-10","0"
"Islands","2020-11-10","10"
"Central & Western","2020-11-11","2"
"Wan Chai","2020-11-11","3"
"Eastern","2020-11-11","4"
"Southern","2020-11-11","1"
"Yau Tsim Mong","2020-11-11","9"
"Sham Shui Po","2020-11-11","0"
"Kowloon City","2020-11-11","5"
"Wong Tai Sin","2020-11-11","0"
"Kwun Tong","2020-11-11","0"
"Kwai Tsing","2020-11-11","1"
"Tsuen Wan","2020-11-11","2"
"Tuen Mun","2020-11-11","1"
"Yuen Long","2020-11-11","2"
"North","2020-11-11","0"
"Tai Po","2020-11-11","9"
"Sha Tin","2020-11-11","2"
"Sai Kung","2020-11-11","0"
"Islands","2020-11-11","12"
"Central & Western","2020-11-12","4"
"Wan Chai","2020-11-12","5"
"Eastern","2020-11-12","3"
"Southern","2020-11-12","1"
"Yau Tsim Mong","2020-11-12","9"
"Sham Shui Po","2020-11-12","1"
"Kowloon City","2020-11-12","4"
"Wong Tai Sin","2020-11-12","0"
"Kwun Tong","2020-11-12","0"
"Kwai Tsing","2020-11-12","1"
"Tsuen Wan","2020-11-12","2"
"Tuen Mun","2020-11-12","1"
"Yuen Long","2020-11-12","3"
"North","2020-11-12","1"
"Tai Po","2020-11-12","10"
"Sha Tin","2020-11-12","3"
"Sai Kung","2020-11-12","0"
"Islands","2020-11-12","13"
"Central & Western","2020-11-13","3"
"Wan Chai","2020-11-13","5"
"Eastern","2020-11-13","4"
"Southern","2020-11-13","0"
"Yau Tsim Mong","2020-11-13","11"
"Sham Shui Po","2020-11-13","2"
"Kowloon City","2020-11-13","4"
"Wong Tai Sin","2020-11-13","0"
"Kwun Tong","2020-11-13","0"
"Kwai Tsing","2020-11-13","1"
"Tsuen Wan","2020-11-13","2"
"Tuen Mun","2020-11-13","1"
"Yuen Long","2020-11-13","2"
"North","2020-11-13","1"
"Tai Po","2020-11-13","11"
"Sha Tin","2020-11-13","3"
"Sai Kung","2020-11-13","0"
"Islands","2020-11-13","13"
"Central & Western","2020-11-14","2"
"Wan Chai","2020-11-14","4"
"Eastern","2020-11-14","3"
"Southern","2020-11-14","0"
"Yau Tsim Mong","2020-11-14","9"
"Sham Shui Po","2020-11-14","2"
"Kowloon City","2020-11-14","4"
"Wong Tai Sin","2020-11-14","1"
"Kwun Tong","2020-11-14","0"
"Kwai Tsing","2020-11-14","1"
"Tsuen Wan","2020-11-14","2"
"Tuen Mun","2020-11-14","1"
"Yuen Long","2020-11-14","3"
"North","2020-11-14","1"
"Tai Po","2020-11-14","12"
"Sha Tin","2020-11-14","3"
"Sai Kung","2020-11-14","0"
"Islands","2020-11-14","12"
"Central & Western","2020-11-15","3"
"Wan Chai","2020-11-15","4"
"Eastern","2020-11-15","3"
"Southern","2020-11-15","2"
"Yau Tsim Mong","2020-11-15","10"
"Sham Shui Po","2020-11-15","2"
"Kowloon City","2020-11-15","4"
"Wong Tai Sin","2020-11-15","3"
"Kwun Tong","2020-11-15","0"
"Kwai Tsing","2020-11-15","1"
"Tsuen Wan","2020-11-15","2"
"Tuen Mun","2020-11-15","1"
"Yuen Long","2020-11-15","3"
"North","2020-11-15","1"
"Tai Po","2020-11-15","12"
"Sha Tin","2020-11-15","4"
"Sai Kung","2020-11-15","0"
"Islands","2020-11-15","12"
"Central & Western","2020-11-16","3"
"Wan Chai","2020-11-16","3"
"Eastern","2020-11-16","3"
"Southern","2020-11-16","2"
"Yau Tsim Mong","2020-11-16","12"
"Sham Shui Po","2020-11-16","2"
"Kowloon City","2020-11-16","4"
"Wong Tai Sin","2020-11-16","3"
"Kwun Tong","2020-11-16","0"
"Kwai Tsing","2020-11-16","1"
"Tsuen Wan","2020-11-16","3"
"Tuen Mun","2020-11-16","1"
"Yuen Long","2020-11-16","3"
"North","2020-11-16","1"
"Tai Po","2020-11-16","13"
"Sha Tin","2020-11-16","4"
"Sai Kung","2020-11-16","1"
"Islands","2020-11-16","13"
"Central & Western","2020-11-17","3"
"Wan Chai","2020-11-17","3"
"Eastern","2020-11-17","4"
"Southern","2020-11-17","2"
"Yau Tsim Mong","2020-11-17","12"
"Sham Shui Po","2020-11-17","2"
"Kowloon City","2020-11-17","4"
"Wong Tai Sin","2020-11-17","3"
"Kwun Tong","2020-11-17","0"
"Kwai Tsing","2020-11-17","1"
"Tsuen Wan","2020-11-17","3"
"Tuen Mun","2020-11-17","1"
"Yuen Long","2020-11-17","4"
"North","2020-11-17","1"
"Tai Po","2020-11-17","13"
"Sha Tin","2020-11-17","4"
"Sai Kung","2020-11-17","1"
"Islands","2020-11-17","15"
"Central & Western","2020-11-18","3"
"Wan Chai","2020-11-18","3"
"Eastern","2020-11-18","4"
"Southern","2020-11-18","2"
"Yau Tsim Mong","2020-11-18","14"
"Sham Shui Po","2020-11-18","2"
"Kowloon City","2020-11-18","4"
"Wong Tai Sin","2020-11-18","3"
"Kwun Tong","2020-11-18","0"
"Kwai Tsing","2020-11-18","5"
"Tsuen Wan","2020-11-18","2"
"Tuen Mun","2020-11-18","1"
"Yuen Long","2020-11-18","4"
"North","2020-11-18","1"
"Tai Po","2020-11-18","13"
"Sha Tin","2020-11-18","6"
"Sai Kung","2020-11-18","1"
"Islands","2020-11-18","14"
"Central & Western","2020-11-19","3"
"Wan Chai","2020-11-19","3"
"Eastern","2020-11-19","2"
"Southern","2020-11-19","2"
"Yau Tsim Mong","2020-11-19","12"
"Sham Shui Po","2020-11-19","2"
"Kowloon City","2020-11-19","4"
"Wong Tai Sin","2020-11-19","3"
"Kwun Tong","2020-11-19","1"
"Kwai Tsing","2020-11-19","5"
"Tsuen Wan","2020-11-19","2"
"Tuen Mun","2020-11-19","1"
"Yuen Long","2020-11-19","4"
"North","2020-11-19","1"
"Tai Po","2020-11-19","5"
"Sha Tin","2020-11-19","5"
"Sai Kung","2020-11-19","1"
"Islands","2020-11-19","14"
"Central & Western","2020-11-20","4"
"Wan Chai","2020-11-20","6"
"Eastern","2020-11-20","3"
"Southern","2020-11-20","3"
"Yau Tsim Mong","2020-11-20","12"
"Sham Shui Po","2020-11-20","2"
"Kowloon City","2020-11-20","6"
"Wong Tai Sin","2020-11-20","3"
"Kwun Tong","2020-11-20","2"
"Kwai Tsing","2020-11-20","5"
"Tsuen Wan","2020-11-20","3"
"Tuen Mun","2020-11-20","3"
"Yuen Long","2020-11-20","3"
"North","2020-11-20","1"
"Tai Po","2020-11-20","6"
"Sha Tin","2020-11-20","8"
"Sai Kung","2020-11-20","6"
"Islands","2020-11-20","18"
"Central & Western","2020-11-21","7"
"Wan Chai","2020-11-21","13"
"Eastern","2020-11-21","4"
"Southern","2020-11-21","4"
"Yau Tsim Mong","2020-11-21","22"
"Sham Shui Po","2020-11-21","3"
"Kowloon City","2020-11-21","8"
"Wong Tai Sin","2020-11-21","4"
"Kwun Tong","2020-11-21","4"
"Kwai Tsing","2020-11-21","6"
"Tsuen Wan","2020-11-21","4"
"Tuen Mun","2020-11-21","3"
"Yuen Long","2020-11-21","4"
"North","2020-11-21","1"
"Tai Po","2020-11-21","6"
"Sha Tin","2020-11-21","12"
"Sai Kung","2020-11-21","8"
"Islands","2020-11-21","18"
"Central & Western","2020-11-22","15"
"Wan Chai","2020-11-22","19"
"Eastern","2020-11-22","6"
"Southern","2020-11-22","6"
"Yau Tsim Mong","2020-11-22","32"
"Sham Shui Po","2020-11-22","7"
"Kowloon City","2020-11-22","9"
"Wong Tai Sin","2020-11-22","6"
"Kwun Tong","2020-11-22","6"
"Kwai Tsing","2020-11-22","8"
"Tsuen Wan","2020-11-22","5"
"Tuen Mun","2020-11-22","3"
"Yuen Long","2020-11-22","11"
"North","2020-11-22","2"
"Tai Po","2020-11-22","7"
"Sha Tin","2020-11-22","17"
"Sai Kung","2020-11-22","13"
"Islands","2020-11-22","23"
"Central & Western","2020-11-23","19"
"Wan Chai","2020-11-23","26"
"Eastern","2020-11-23","13"
"Southern","2020-11-23","9"
"Yau Tsim Mong","2020-11-23","40"
"Sham Shui Po","2020-11-23","12"
"Kowloon City","2020-11-23","11"
"Wong Tai Sin","2020-11-23","7"
"Kwun Tong","2020-11-23","12"
"Kwai Tsing","2020-11-23","11"
"Tsuen Wan","2020-11-23","8"
"Tuen Mun","2020-11-23","3"
"Yuen Long","2020-11-23","11"
"North","2020-11-23","2"
"Tai Po","2020-11-23","10"
"Sha Tin","2020-11-23","24"
"Sai Kung","2020-11-23","14"
"Islands","2020-11-23","22"
"Central & Western","2020-11-24","24"
"Wan Chai","2020-11-24","31"
"Eastern","2020-11-24","15"
"Southern","2020-11-24","11"
"Yau Tsim Mong","2020-11-24","48"
"Sham Shui Po","2020-11-24","17"
"Kowloon City","2020-11-24","14"
"Wong Tai Sin","2020-11-24","9"
"Kwun Tong","2020-11-24","13"
"Kwai Tsing","2020-11-24","16"
"Tsuen Wan","2020-11-24","9"
"Tuen Mun","2020-11-24","7"
"Yuen Long","2020-11-24","13"
"North","2020-11-24","3"
"Tai Po","2020-11-24","16"
"Sha Tin","2020-11-24","33"
"Sai Kung","2020-11-24","20"
"Islands","2020-11-24","25"
"Central & Western","2020-11-25","31"
"Wan Chai","2020-11-25","35"
"Eastern","2020-11-25","23"
"Southern","2020-11-25","13"
"Yau Tsim Mong","2020-11-25","52"
"Sham Shui Po","2020-11-25","25"
"Kowloon City","2020-11-25","21"
"Wong Tai Sin","2020-11-25","15"
"Kwun Tong","2020-11-25","17"
"Kwai Tsing","2020-11-25","19"
"Tsuen Wan","2020-11-25","12"
"Tuen Mun","2020-11-25","8"
"Yuen Long","2020-11-25","14"
"North","2020-11-25","5"
"Tai Po","2020-11-25","22"
"Sha Tin","2020-11-25","38"
"Sai Kung","2020-11-25","26"
"Islands","2020-11-25","24"
"Central & Western","2020-11-26","35"
"Wan Chai","2020-11-26","41"
"Eastern","2020-11-26","27"
"Southern","2020-11-26","15"
"Yau Tsim Mong","2020-11-26","56"
"Sham Shui Po","2020-11-26","31"
"Kowloon City","2020-11-26","30"
"Wong Tai Sin","2020-11-26","15"
"Kwun Tong","2020-11-26","21"
"Kwai Tsing","2020-11-26","26"
"Tsuen Wan","2020-11-26","13"
"Tuen Mun","2020-11-26","9"
"Yuen Long","2020-11-26","15"
"North","2020-11-26","5"
"Tai Po","2020-11-26","26"
"Sha Tin","2020-11-26","48"
"Sai Kung","2020-11-26","35"
"Islands","2020-11-26","25"
"Central & Western","2020-11-27","39"
"Wan Chai","2020-11-27","45"
"Eastern","2020-11-27","32"
"Southern","2020-11-27","17"
"Yau Tsim Mong","2020-11-27","64"
"Sham Shui Po","2020-11-27","39"
"Kowloon City","2020-11-27","35"
"Wong Tai Sin","2020-11-27","22"
"Kwun Tong","2020-11-27","29"
"Kwai Tsing","2020-11-27","33"
"Tsuen Wan","2020-11-27","14"
"Tuen Mun","2020-11-27","10"
"Yuen Long","2020-11-27","17"
"North","2020-11-27","5"
"Tai Po","2020-11-27","28"
"Sha Tin","2020-11-27","56"
"Sai Kung","2020-11-27","36"
"Islands","2020-11-27","26"
"Central & Western","2020-11-28","40"
"Wan Chai","2020-11-28","50"
"Eastern","2020-11-28","38"
"Southern","2020-11-28","20"
"Yau Tsim Mong","2020-11-28","68"
"Sham Shui Po","2020-11-28","43"
"Kowloon City","2020-11-28","38"
"Wong Tai Sin","2020-11-28","28"
"Kwun Tong","2020-11-28","38"
"Kwai Tsing","2020-11-28","37"
"Tsuen Wan","2020-11-28","15"
"Tuen Mun","2020-11-28","16"
"Yuen Long","2020-11-28","20"
"North","2020-11-28","9"
"Tai Po","2020-11-28","32"
"Sha Tin","2020-11-28","64"
"Sai Kung","2020-11-28","38"
"Islands","2020-11-28","26"
"Central & Western","2020-11-29","46"
"Wan Chai","2020-11-29","58"
"Eastern","2020-11-29","48"
"Southern","2020-11-29","25"
"Yau Tsim Mong","2020-11-29","74"
"Sham Shui Po","2020-11-29","48"
"Kowloon City","2020-11-29","46"
"Wong Tai Sin","2020-11-29","33"
"Kwun Tong","2020-11-29","46"
"Kwai Tsing","2020-11-29","42"
"Tsuen Wan","2020-11-29","21"
"Tuen Mun","2020-11-29","18"
"Yuen Long","2020-11-29","25"
"North","2020-11-29","15"
"Tai Po","2020-11-29","34"
"Sha Tin","2020-11-29","74"
"Sai Kung","2020-11-29","45"
"Islands","2020-11-29","28"
"Central & Western","2020-11-30","51"
"Wan Chai","2020-11-30","60"
"Eastern","2020-11-30","52"
"Southern","2020-11-30","27"
"Yau Tsim Mong","2020-11-30","76"
"Sham Shui Po","2020-11-30","50"
"Kowloon City","2020-11-30","49"
"Wong Tai Sin","2020-11-30","34"
"Kwun Tong","2020-11-30","55"
"Kwai Tsing","2020-11-30","45"
"Tsuen Wan","2020-11-30","24"
"Tuen Mun","2020-11-30","22"
"Yuen Long","2020-11-30","29"
"North","2020-11-30","16"
"Tai Po","2020-11-30","35"
"Sha Tin","2020-11-30","80"
"Sai Kung","2020-11-30","50"
"Islands","2020-11-30","29"
"Central & Western","2020-12-01","53"
"Wan Chai","2020-12-01","64"
"Eastern","2020-12-01","56"
"Southern","2020-12-01","32"
"Yau Tsim Mong","2020-12-01","83"
"Sham Shui Po","2020-12-01","55"
"Kowloon City","2020-12-01","56"
"Wong Tai Sin","2020-12-01","40"
"Kwun Tong","2020-12-01","67"
"Kwai Tsing","2020-12-01","47"
"Tsuen Wan","2020-12-01","29"
"Tuen Mun","2020-12-01","26"
"Yuen Long","2020-12-01","29"
"North","2020-12-01","16"
"Tai Po","2020-12-01","37"
"Sha Tin","2020-12-01","80"
"Sai Kung","2020-12-01","52"
"Islands","2020-12-01","32"
"Central & Western","2020-12-02","56"
"Wan Chai","2020-12-02","66"
"Eastern","2020-12-02","99"
"Southern","2020-12-02","33"
"Yau Tsim Mong","2020-12-02","88"
"Sham Shui Po","2020-12-02","58"
"Kowloon City","2020-12-02","61"
"Wong Tai Sin","2020-12-02","43"
"Kwun Tong","2020-12-02","74"
"Kwai Tsing","2020-12-02","51"
"Tsuen Wan","2020-12-02","30"
"Tuen Mun","2020-12-02","27"
"Yuen Long","2020-12-02","35"
"North","2020-12-02","19"
"Tai Po","2020-12-02","39"
"Sha Tin","2020-12-02","84"
"Sai Kung","2020-12-02","52"
"Islands","2020-12-02","33"
"Central & Western","2020-12-03","59"
"Wan Chai","2020-12-03","68"
"Eastern","2020-12-03","103"
"Southern","2020-12-03","35"
"Yau Tsim Mong","2020-12-03","95"
"Sham Shui Po","2020-12-03","61"
"Kowloon City","2020-12-03","70"
"Wong Tai Sin","2020-12-03","52"
"Kwun Tong","2020-12-03","79"
"Kwai Tsing","2020-12-03","53"
"Tsuen Wan","2020-12-03","32"
"Tuen Mun","2020-12-03","31"
"Yuen Long","2020-12-03","37"
"North","2020-12-03","23"
"Tai Po","2020-12-03","40"
"Sha Tin","2020-12-03","95"
"Sai Kung","2020-12-03","56"
"Islands","2020-12-03","34"
"Central & Western","2020-12-04","63"
"Wan Chai","2020-12-04","71"
"Eastern","2020-12-04","112"
"Southern","2020-12-04","37"
"Yau Tsim Mong","2020-12-04","104"
"Sham Shui Po","2020-12-04","72"
"Kowloon City","2020-12-04","78"
"Wong Tai Sin","2020-12-04","56"
"Kwun Tong","2020-12-04","85"
"Kwai Tsing","2020-12-04","59"
"Tsuen Wan","2020-12-04","33"
"Tuen Mun","2020-12-04","33"
"Yuen Long","2020-12-04","42"
"North","2020-12-04","25"
"Tai Po","2020-12-04","45"
"Sha Tin","2020-12-04","102"
"Sai Kung","2020-12-04","61"
"Islands","2020-12-04","35"
"Central & Western","2020-12-05","66"
"Wan Chai","2020-12-05","69"
"Eastern","2020-12-05","117"
"Southern","2020-12-05","42"
"Yau Tsim Mong","2020-12-05","110"
"Sham Shui Po","2020-12-05","78"
"Kowloon City","2020-12-05","87"
"Wong Tai Sin","2020-12-05","64"
"Kwun Tong","2020-12-05","95"
"Kwai Tsing","2020-12-05","61"
"Tsuen Wan","2020-12-05","39"
"Tuen Mun","2020-12-05","34"
"Yuen Long","2020-12-05","44"
"North","2020-12-05","26"
"Tai Po","2020-12-05","47"
"Sha Tin","2020-12-05","105"
"Sai Kung","2020-12-05","58"
"Islands","2020-12-05","35"
"Central & Western","2020-12-06","64"
"Wan Chai","2020-12-06","65"
"Eastern","2020-12-06","120"
"Southern","2020-12-06","44"
"Yau Tsim Mong","2020-12-06","105"
"Sham Shui Po","2020-12-06","82"
"Kowloon City","2020-12-06","89"
"Wong Tai Sin","2020-12-06","66"
"Kwun Tong","2020-12-06","101"
"Kwai Tsing","2020-12-06","75"
"Tsuen Wan","2020-12-06","39"
"Tuen Mun","2020-12-06","34"
"Yuen Long","2020-12-06","48"
"North","2020-12-06","27"
"Tai Po","2020-12-06","53"
"Sha Tin","2020-12-06","110"
"Sai Kung","2020-12-06","59"
"Islands","2020-12-06","36"
"Central & Western","2020-12-07","57"
"Wan Chai","2020-12-07","61"
"Eastern","2020-12-07","123"
"Southern","2020-12-07","44"
"Yau Tsim Mong","2020-12-07","102"
"Sham Shui Po","2020-12-07","82"
"Kowloon City","2020-12-07","92"
"Wong Tai Sin","2020-12-07","70"
"Kwun Tong","2020-12-07","111"
"Kwai Tsing","2020-12-07","77"
"Tsuen Wan","2020-12-07","41"
"Tuen Mun","2020-12-07","37"
"Yuen Long","2020-12-07","45"
"North","2020-12-07","27"
"Tai Po","2020-12-07","52"
"Sha Tin","2020-12-07","115"
"Sai Kung","2020-12-07","54"
"Islands","2020-12-07","33"
"Central & Western","2020-12-08","57"
"Wan Chai","2020-12-08","56"
"Eastern","2020-12-08","119"
"Southern","2020-12-08","46"
"Yau Tsim Mong","2020-12-08","98"
"Sham Shui Po","2020-12-08","81"
"Kowloon City","2020-12-08","97"
"Wong Tai Sin","2020-12-08","74"
"Kwun Tong","2020-12-08","111"
"Kwai Tsing","2020-12-08","86"
"Tsuen Wan","2020-12-08","38"
"Tuen Mun","2020-12-08","43"
"Yuen Long","2020-12-08","45"
"North","2020-12-08","29"
"Tai Po","2020-12-08","50"
"Sha Tin","2020-12-08","115"
"Sai Kung","2020-12-08","58"
"Islands","2020-12-08","35"
"Central & Western","2020-12-09","54"
"Wan Chai","2020-12-09","52"
"Eastern","2020-12-09","119"
"Southern","2020-12-09","47"
"Yau Tsim Mong","2020-12-09","101"
"Sham Shui Po","2020-12-09","81"
"Kowloon City","2020-12-09","103"
"Wong Tai Sin","2020-12-09","82"
"Kwun Tong","2020-12-09","120"
"Kwai Tsing","2020-12-09","90"
"Tsuen Wan","2020-12-09","38"
"Tuen Mun","2020-12-09","45"
"Yuen Long","2020-12-09","46"
"North","2020-12-09","32"
"Tai Po","2020-12-09","47"
"Sha Tin","2020-12-09","116"
"Sai Kung","2020-12-09","51"
"Islands","2020-12-09","31"
"Central & Western","2020-12-10","51"
"Wan Chai","2020-12-10","48"
"Eastern","2020-12-10","117"
"Southern","2020-12-10","45"
"Yau Tsim Mong","2020-12-10","103"
"Sham Shui Po","2020-12-10","79"
"Kowloon City","2020-12-10","106"
"Wong Tai Sin","2020-12-10","86"
"Kwun Tong","2020-12-10","130"
"Kwai Tsing","2020-12-10","92"
"Tsuen Wan","2020-12-10","39"
"Tuen Mun","2020-12-10","46"
"Yuen Long","2020-12-10","54"
"North","2020-12-10","31"
"Tai Po","2020-12-10","47"
"Sha Tin","2020-12-10","120"
"Sai Kung","2020-12-10","50"
"Islands","2020-12-10","32"
"Central & Western","2020-12-11","52"
"Wan Chai","2020-12-11","47"
"Eastern","2020-12-11","118"
"Southern","2020-12-11","47"
"Yau Tsim Mong","2020-12-11","107"
"Sham Shui Po","2020-12-11","84"
"Kowloon City","2020-12-11","110"
"Wong Tai Sin","2020-12-11","86"
"Kwun Tong","2020-12-11","140"
"Kwai Tsing","2020-12-11","91"
"Tsuen Wan","2020-12-11","39"
"Tuen Mun","2020-12-11","47"
"Yuen Long","2020-12-11","63"
"North","2020-12-11","31"
"Tai Po","2020-12-11","49"
"Sha Tin","2020-12-11","120"
"Sai Kung","2020-12-11","46"
"Islands","2020-12-11","31"
"Central & Western","2020-12-12","49"
"Wan Chai","2020-12-12","39"
"Eastern","2020-12-12","113"
"Southern","2020-12-12","45"
"Yau Tsim Mong","2020-12-12","100"
"Sham Shui Po","2020-12-12","79"
"Kowloon City","2020-12-12","98"
"Wong Tai Sin","2020-12-12","87"
"Kwun Tong","2020-12-12","147"
"Kwai Tsing","2020-12-12","85"
"Tsuen Wan","2020-12-12","34"
"Tuen Mun","2020-12-12","44"
"Yuen Long","2020-12-12","66"
"North","2020-12-12","32"
"Tai Po","2020-12-12","48"
"Sha Tin","2020-12-12","109"
"Sai Kung","2020-12-12","45"
"Islands","2020-12-12","31"
"Central & Western","2020-12-13","55"
"Wan Chai","2020-12-13","35"
"Eastern","2020-12-13","112"
"Southern","2020-12-13","44"
"Yau Tsim Mong","2020-12-13","101"
"Sham Shui Po","2020-12-13","84"
"Kowloon City","2020-12-13","95"
"Wong Tai Sin","2020-12-13","85"
"Kwun Tong","2020-12-13","153"
"Kwai Tsing","2020-12-13","93"
"Tsuen Wan","2020-12-13","34"
"Tuen Mun","2020-12-13","40"
"Yuen Long","2020-12-13","67"
"North","2020-12-13","28"
"Tai Po","2020-12-13","47"
"Sha Tin","2020-12-13","114"
"Sai Kung","2020-12-13","44"
"Islands","2020-12-13","32"
"Central & Western","2020-12-14","55"
"Wan Chai","2020-12-14","28"
"Eastern","2020-12-14","102"
"Southern","2020-12-14","39"
"Yau Tsim Mong","2020-12-14","101"
"Sham Shui Po","2020-12-14","87"
"Kowloon City","2020-12-14","95"
"Wong Tai Sin","2020-12-14","88"
"Kwun Tong","2020-12-14","155"
"Kwai Tsing","2020-12-14","92"
"Tsuen Wan","2020-12-14","31"
"Tuen Mun","2020-12-14","42"
"Yuen Long","2020-12-14","67"
"North","2020-12-14","23"
"Tai Po","2020-12-14","48"
"Sha Tin","2020-12-14","109"
"Sai Kung","2020-12-14","39"
"Islands","2020-12-14","31"
"Central & Western","2020-12-15","54"
"Wan Chai","2020-12-15","26"
"Eastern","2020-12-15","103"
"Southern","2020-12-15","35"
"Yau Tsim Mong","2020-12-15","105"
"Sham Shui Po","2020-12-15","86"
"Kowloon City","2020-12-15","95"
"Wong Tai Sin","2020-12-15","102"
"Kwun Tong","2020-12-15","156"
"Kwai Tsing","2020-12-15","93"
"Tsuen Wan","2020-12-15","30"
"Tuen Mun","2020-12-15","38"
"Yuen Long","2020-12-15","67"
